og_coord,closest_coord,dist
"(4681.0, 1884.0)","(4710.0, 1802.0)",86.977
"(4831.0, 2036.0)","(4855.0, 1952.0)",87.361
"(1107.0, 9407.0)","(1190.0, 9435.0)",87.596
"(2106.0, 5671.0)","(2194.0, 5659.0)",88.814
"(2861.0, 4207.0)","(2862.0, 4118.0)",89.006
"(2404.0, 4972.0)","(2408.0, 4883.0)",89.09
"(4758.0, 1929.0)","(4681.0, 1884.0)",89.185
"(4018.0, 3019.0)","(3985.0, 2936.0)",89.32
"(3985.0, 2936.0)","(4018.0, 3019.0)",89.32
"(989.0, 8992.0)","(900.0, 9001.0)",89.454
"(3987.0, 3109.0)","(3900.0, 3132.0)",89.989
"(2958.0, 4594.0)","(2931.0, 4508.0)",90.139
"(2510.0, 4581.0)","(2579.0, 4523.0)",90.139
"(2579.0, 4523.0)","(2510.0, 4581.0)",90.139
"(4718.0, 2010.0)","(4758.0, 1929.0)",90.338
"(3656.0, 4740.0)","(3572.0, 4706.0)",90.62
"(3647.0, 4567.0)","(3559.0, 4589.0)",90.708
"(4244.0, 2179.0)","(4186.0, 2249.0)",90.907
"(3497.0, 3869.0)","(3459.0, 3785.0)",92.195
"(1171.0, 9857.0)","(1085.0, 9891.0)",92.477
"(3929.0, 3760.0)","(3951.0, 3670.0)",92.65
"(4562.0, 2098.0)","(4631.0, 2160.0)",92.763
"(3383.0, 3570.0)","(3291.0, 3585.0)",93.215
"(3465.0, 3087.0)","(3434.0, 3175.0)",93.301
"(2527.0, 5454.0)","(2499.0, 5365.0)",93.301
"(2422.0, 4615.0)","(2510.0, 4581.0)",94.34
"(816.0, 8865.0)","(744.0, 8804.0)",94.366
"(4223.0, 1623.0)","(4226.0, 1528.0)",95.047
"(3422.0, 2230.0)","(3402.0, 2324.0)",96.104
"(3402.0, 2324.0)","(3422.0, 2230.0)",96.104
"(960.0, 8647.0)","(962.0, 8550.0)",97.021
"(4355.0, 1653.0)","(4315.0, 1564.0)",97.576
"(3502.0, 2324.0)","(3402.0, 2324.0)",100.0
"(3782.0, 4765.0)","(3777.0, 4665.0)",100.125
"(1988.0, 6418.0)","(2000.0, 6518.0)",100.717
"(3701.0, 4118.0)","(3602.0, 4099.0)",100.807
"(3602.0, 4099.0)","(3701.0, 4118.0)",100.807
"(4395.0, 1451.0)","(4362.0, 1547.0)",101.514
"(1068.0, 9057.0)","(989.0, 8992.0)",102.303
"(2118.0, 7478.0)","(2022.0, 7440.0)",103.247
"(4540.0, 2242.0)","(4447.0, 2197.0)",103.315
"(1905.0, 7032.0)","(1974.0, 7110.0)",104.139
"(2874.0, 5335.0)","(2948.0, 5413.0)",107.517
"(1763.0, 6578.0)","(1869.0, 6555.0)",108.467
"(3337.0, 4950.0)","(3407.0, 4867.0)",108.577
"(4527.0, 1780.0)","(4453.0, 1860.0)",108.977
"(4923.0, 2464.0)","(5016.0, 2523.0)",110.136
"(1174.0, 8199.0)","(1100.0, 8117.0)",110.454
"(1795.0, 4840.0)","(1890.0, 4897.0)",110.788
"(4474.0, 1550.0)","(4362.0, 1547.0)",112.04
"(1964.0, 5823.0)","(2075.0, 5841.0)",112.45
"(2431.0, 4728.0)","(2422.0, 4615.0)",113.358
"(3689.0, 5082.0)","(3589.0, 5028.0)",113.649
"(2993.0, 3900.0)","(2988.0, 4014.0)",114.11
"(1866.0, 6924.0)","(1905.0, 7032.0)",114.826
"(1102.0, 7656.0)","(1081.0, 7769.0)",114.935
"(5139.0, 1969.0)","(5100.0, 1860.0)",115.767
"(1451.0, 5017.0)","(1564.0, 4988.0)",116.662
"(1564.0, 4988.0)","(1451.0, 5017.0)",116.662
"(4034.0, 2170.0)","(4146.0, 2203.0)",116.76
"(2500.0, 4435.0)","(2579.0, 4523.0)",118.258
"(4458.0, 2328.0)","(4540.0, 2242.0)",118.828
"(3889.0, 4112.0)","(3895.0, 4233.0)",121.149
"(2990.0, 3239.0)","(2956.0, 3356.0)",121.84
"(2758.0, 5032.0)","(2673.0, 5121.0)",123.069
"(2673.0, 5121.0)","(2758.0, 5032.0)",123.069
"(4992.0, 2005.0)","(4900.0, 1922.0)",123.907
"(3849.0, 3898.0)","(3832.0, 3774.0)",125.16
"(1282.0, 9725.0)","(1191.0, 9639.0)",125.208
"(2026.0, 9358.0)","(2035.0, 9233.0)",125.324
"(1795.0, 7093.0)","(1905.0, 7032.0)",125.782
"(2685.0, 4867.0)","(2767.0, 4771.0)",126.254
"(3616.0, 2233.0)","(3596.0, 2359.0)",127.577
"(4932.0, 2118.0)","(4992.0, 2005.0)",127.941
"(5067.0, 2147.0)","(5055.0, 2275.0)",128.561
"(3825.0, 5103.0)","(3689.0, 5082.0)",137.612
"(1270.0, 8473.0)","(1195.0, 8589.0)",138.134
"(1195.0, 8589.0)","(1270.0, 8473.0)",138.134
"(3738.0, 5235.0)","(3622.0, 5311.0)",138.679
"(2653.0, 3887.0)","(2705.0, 3751.0)",145.602
"(1880.0, 9353.0)","(2026.0, 9358.0)",146.086
"(1398.0, 9635.0)","(1282.0, 9725.0)",146.82
"(4075.0, 1445.0)","(4068.0, 1295.0)",150.163
"(3253.0, 2344.0)","(3402.0, 2324.0)",150.336
"(896.0, 9453.0)","(1014.0, 9357.0)",152.118
"(3491.0, 2476.0)","(3502.0, 2324.0)",152.398
"(2002.0, 6853.0)","(1866.0, 6924.0)",153.418
"(2875.0, 5175.0)","(3027.0, 5210.0)",155.978
"(1797.0, 9217.0)","(1880.0, 9353.0)",159.327
"(837.0, 9632.0)","(954.0, 9748.0)",164.757
"(3958.0, 5728.0)","(4024.0, 5885.0)",170.309
"(5247.0, 2625.0)","(5075.0, 2553.0)",186.462
"(1334.0, 5187.0)","(1451.0, 5017.0)",206.371
"(1667.0, 7441.0)","(1996.0, 7448.0)",329.074
