og_coord,closest_coord,dist
"(1250.0, 9344.0)","(1171.0, 9301.0)",89.944
"(1171.0, 9301.0)","(1250.0, 9344.0)",89.944
"(3907.0, 5535.0)","(3930.0, 5622.0)",89.989
"(1944.0, 6706.0)","(1968.0, 6793.0)",90.25
"(4017.0, 2680.0)","(3999.0, 2591.0)",90.802
"(2501.0, 5379.0)","(2536.0, 5295.0)",91.0
"(707.0, 9040.0)","(788.0, 9082.0)",91.241
"(4455.0, 2201.0)","(4381.0, 2255.0)",91.608
"(4655.0, 1767.0)","(4563.0, 1768.0)",92.005
"(3340.0, 3154.0)","(3341.0, 3246.0)",92.005
"(3341.0, 3246.0)","(3340.0, 3154.0)",92.005
"(3001.0, 5054.0)","(3093.0, 5046.0)",92.347
"(795.0, 8979.0)","(843.0, 9058.0)",92.439
"(5091.0, 2065.0)","(5006.0, 2025.0)",93.941
"(1236.0, 9707.0)","(1195.0, 9792.0)",94.372
"(3566.0, 4020.0)","(3513.0, 4099.0)",95.131
"(2725.0, 4747.0)","(2818.0, 4773.0)",96.566
"(2818.0, 4773.0)","(2725.0, 4747.0)",96.566
"(716.0, 8923.0)","(795.0, 8979.0)",96.835
"(5100.0, 1758.0)","(5023.0, 1817.0)",97.005
"(3084.0, 4697.0)","(2998.0, 4742.0)",97.062
"(2933.0, 5125.0)","(3001.0, 5054.0)",98.311
"(1208.0, 8692.0)","(1119.0, 8738.0)",100.185
"(4015.0, 3869.0)","(3915.0, 3876.0)",100.245
"(3739.0, 4354.0)","(3723.0, 4255.0)",100.285
"(2771.0, 4961.0)","(2850.0, 5023.0)",100.424
"(2850.0, 5023.0)","(2771.0, 4961.0)",100.424
"(3613.0, 3644.0)","(3712.0, 3661.0)",100.449
"(3485.0, 2858.0)","(3574.0, 2811.0)",100.648
"(2997.0, 3336.0)","(3067.0, 3410.0)",101.863
"(4919.0, 1921.0)","(5010.0, 1967.0)",101.966
"(1970.0, 7483.0)","(2072.0, 7483.0)",102.0
"(3979.0, 4291.0)","(3915.0, 4211.0)",102.45
"(3039.0, 3242.0)","(2997.0, 3336.0)",102.956
"(1070.0, 7926.0)","(998.0, 7852.0)",103.247
"(2796.0, 3876.0)","(2887.0, 3825.0)",104.317
"(2966.0, 5378.0)","(3071.0, 5369.0)",105.385
"(3575.0, 4393.0)","(3648.0, 4470.0)",106.104
"(1616.0, 7504.0)","(1722.0, 7495.0)",106.381
"(1844.0, 9160.0)","(1739.0, 9139.0)",107.079
"(1739.0, 9139.0)","(1844.0, 9160.0)",107.079
"(3605.0, 3124.0)","(3547.0, 3032.0)",108.757
"(968.0, 9633.0)","(864.0, 9601.0)",108.812
"(4822.0, 2284.0)","(4863.0, 2385.0)",109.005
"(4673.0, 2281.0)","(4677.0, 2172.0)",109.073
"(3180.0, 3906.0)","(3219.0, 4008.0)",109.202
"(2741.0, 4390.0)","(2800.0, 4483.0)",110.136
"(4199.0, 2163.0)","(4111.0, 2230.0)",110.603
"(3972.0, 1203.0)","(4000.0, 1096.0)",110.603
"(4111.0, 2230.0)","(4199.0, 2163.0)",110.603
"(632.0, 8851.0)","(716.0, 8923.0)",110.635
"(3374.0, 3352.0)","(3341.0, 3246.0)",111.018
"(1981.0, 9138.0)","(2042.0, 9231.0)",111.221
"(3295.0, 2168.0)","(3261.0, 2274.0)",111.319
"(2922.0, 4660.0)","(2998.0, 4742.0)",111.803
"(3520.0, 4559.0)","(3466.0, 4657.0)",111.893
"(2848.0, 5454.0)","(2741.0, 5489.0)",112.579
"(1269.0, 9162.0)","(1224.0, 9057.0)",114.237
"(1783.0, 9263.0)","(1844.0, 9160.0)",119.708
"(1988.0, 6522.0)","(1947.0, 6407.0)",122.09
"(3772.0, 4734.0)","(3683.0, 4650.0)",122.381
"(2610.0, 4450.0)","(2488.0, 4438.0)",122.589
"(2488.0, 4438.0)","(2610.0, 4450.0)",122.589
"(1337.0, 8582.0)","(1459.0, 8602.0)",123.628
"(3837.0, 4984.0)","(3851.0, 5107.0)",123.794
"(2049.0, 7300.0)","(2060.0, 7425.0)",125.483
"(2212.0, 5633.0)","(2146.0, 5740.0)",125.718
"(1263.0, 8411.0)","(1224.0, 8531.0)",126.178
"(975.0, 8269.0)","(989.0, 8141.0)",128.763
"(4243.0, 1132.0)","(4293.0, 1251.0)",129.077
"(2798.0, 3731.0)","(2887.0, 3825.0)",129.449
"(3908.0, 5385.0)","(3803.0, 5303.0)",133.225
"(3235.0, 5406.0)","(3148.0, 5304.0)",134.063
"(3946.0, 5769.0)","(3952.0, 5631.0)",138.13
"(1336.0, 8840.0)","(1304.0, 8977.0)",140.688
"(1773.0, 6228.0)","(1789.0, 6084.0)",144.886
"(1789.0, 6084.0)","(1773.0, 6228.0)",144.886
"(3801.0, 3491.0)","(3948.0, 3483.0)",147.218
"(2854.0, 5612.0)","(2716.0, 5554.0)",149.693
"(2392.0, 4687.0)","(2515.0, 4590.0)",156.646
"(4039.0, 4114.0)","(3915.0, 4211.0)",157.433
"(1260.0, 5172.0)","(1414.0, 5138.0)",157.709
"(4080.0, 3305.0)","(3922.0, 3304.0)",158.003
"(3982.0, 3045.0)","(3844.0, 3123.0)",158.518
"(3038.0, 4061.0)","(2881.0, 4100.0)",161.771
"(2881.0, 4100.0)","(3038.0, 4061.0)",161.771
"(4061.0, 6188.0)","(4032.0, 6027.0)",163.591
"(4032.0, 6027.0)","(4061.0, 6188.0)",163.591
"(1245.0, 8042.0)","(1348.0, 8179.0)",171.4
"(2944.0, 4261.0)","(2881.0, 4100.0)",172.887
"(1614.0, 5041.0)","(1427.0, 5045.0)",187.043
"(1772.0, 4821.0)","(1614.0, 5041.0)",270.858
"(348.0, 7849.0)","(884.0, 7738.0)",547.373
