og_coord,closest_coord,dist
"(2796.0, 3530.0)","(2797.0, 3621.0)",91.005
"(3370.0, 2752.0)","(3304.0, 2689.0)",91.241
"(3956.0, 3621.0)","(4000.0, 3701.0)",91.302
"(2772.0, 4773.0)","(2682.0, 4756.0)",91.591
"(4011.0, 2479.0)","(3924.0, 2509.0)",92.027
"(2865.0, 4959.0)","(2910.0, 4878.0)",92.661
"(4216.0, 1438.0)","(4249.0, 1525.0)",93.048
"(3153.0, 4166.0)","(3206.0, 4088.0)",94.303
"(3206.0, 4088.0)","(3153.0, 4166.0)",94.303
"(1898.0, 7295.0)","(1947.0, 7376.0)",94.668
"(3496.0, 2967.0)","(3508.0, 2873.0)",94.763
"(2994.0, 4973.0)","(3089.0, 4961.0)",95.755
"(2482.0, 4429.0)","(2574.0, 4459.0)",96.768
"(4031.0, 1383.0)","(4068.0, 1293.0)",97.309
"(3571.0, 4001.0)","(3474.0, 4015.0)",98.005
"(3565.0, 3815.0)","(3487.0, 3755.0)",98.407
"(2821.0, 4687.0)","(2772.0, 4773.0)",98.98
"(3477.0, 2742.0)","(3455.0, 2839.0)",99.464
"(5138.0, 2402.0)","(5088.0, 2316.0)",99.479
"(3399.0, 5163.0)","(3361.0, 5255.0)",99.539
"(4487.0, 2186.0)","(4502.0, 2285.0)",100.13
"(2471.0, 5387.0)","(2391.0, 5326.0)",100.603
"(2391.0, 5326.0)","(2471.0, 5387.0)",100.603
"(2237.0, 5820.0)","(2225.0, 5720.0)",100.717
"(2225.0, 5720.0)","(2237.0, 5820.0)",100.717
"(3802.0, 4798.0)","(3851.0, 4886.0)",100.722
"(1404.0, 9298.0)","(1319.0, 9238.0)",104.043
"(1319.0, 9238.0)","(1404.0, 9298.0)",104.043
"(2068.0, 9345.0)","(1965.0, 9329.0)",104.235
"(4027.0, 3463.0)","(4048.0, 3360.0)",105.119
"(1273.0, 7954.0)","(1190.0, 7889.0)",105.423
"(4891.0, 2463.0)","(4808.0, 2397.0)",106.042
"(4808.0, 2397.0)","(4891.0, 2463.0)",106.042
"(2492.0, 4573.0)","(2585.0, 4624.0)",106.066
"(1288.0, 8080.0)","(1210.0, 8153.0)",106.832
"(3479.0, 4782.0)","(3499.0, 4677.0)",106.888
"(3668.0, 3037.0)","(3683.0, 3143.0)",107.056
"(3683.0, 3143.0)","(3668.0, 3037.0)",107.056
"(3806.0, 4550.0)","(3851.0, 4452.0)",107.838
"(2090.0, 4910.0)","(2197.0, 4933.0)",109.444
"(3447.0, 5323.0)","(3361.0, 5255.0)",109.636
"(3346.0, 5372.0)","(3245.0, 5325.0)",111.4
"(1892.0, 6430.0)","(2003.0, 6442.0)",111.647
"(2003.0, 6442.0)","(1892.0, 6430.0)",111.647
"(974.0, 9213.0)","(1067.0, 9275.0)",111.772
"(2109.0, 5690.0)","(2090.0, 5801.0)",112.614
"(1520.0, 4939.0)","(1441.0, 5020.0)",113.146
"(3855.0, 2639.0)","(3966.0, 2616.0)",113.358
"(3966.0, 2616.0)","(3855.0, 2639.0)",113.358
"(3649.0, 4847.0)","(3740.0, 4915.0)",113.6
"(1992.0, 6734.0)","(1902.0, 6805.0)",114.634
"(1187.0, 8722.0)","(1289.0, 8777.0)",115.884
"(1289.0, 8777.0)","(1187.0, 8722.0)",115.884
"(2868.0, 4562.0)","(2819.0, 4456.0)",116.778
"(865.0, 9170.0)","(974.0, 9213.0)",117.175
"(1951.0, 6555.0)","(1844.0, 6603.0)",117.273
"(1616.0, 5009.0)","(1520.0, 4939.0)",118.811
"(3689.0, 4576.0)","(3806.0, 4550.0)",119.854
"(1119.0, 7986.0)","(1190.0, 7889.0)",120.208
"(2402.0, 4664.0)","(2521.0, 4682.0)",120.354
"(943.0, 9710.0)","(832.0, 9659.0)",122.156
"(832.0, 9659.0)","(943.0, 9710.0)",122.156
"(4246.0, 2083.0)","(4338.0, 2164.0)",122.577
"(4338.0, 2164.0)","(4246.0, 2083.0)",122.577
"(1341.0, 8976.0)","(1225.0, 8935.0)",123.033
"(1210.0, 8549.0)","(1335.0, 8554.0)",125.1
"(2662.0, 4957.0)","(2555.0, 4890.0)",126.246
"(3639.0, 3480.0)","(3596.0, 3599.0)",126.531
"(3633.0, 3328.0)","(3509.0, 3301.0)",126.905
"(1576.0, 8600.0)","(1515.0, 8712.0)",127.534
"(2724.0, 4579.0)","(2659.0, 4469.0)",127.769
"(2416.0, 4803.0)","(2338.0, 4907.0)",130.0
"(4902.0, 1956.0)","(4857.0, 1833.0)",130.973
"(4857.0, 1833.0)","(4902.0, 1956.0)",130.973
"(3980.0, 2747.0)","(3966.0, 2616.0)",131.746
"(4364.0, 2023.0)","(4246.0, 2083.0)",132.378
"(1481.0, 8303.0)","(1354.0, 8347.0)",134.406
"(2751.0, 4024.0)","(2862.0, 4103.0)",136.242
"(1052.0, 9605.0)","(1188.0, 9560.0)",143.252
"(3406.0, 2241.0)","(3272.0, 2297.0)",145.231
"(869.0, 8672.0)","(1015.0, 8657.0)",146.769
"(3466.0, 3112.0)","(3496.0, 2967.0)",148.071
"(3555.0, 4439.0)","(3700.0, 4406.0)",148.708
"(3965.0, 2970.0)","(3815.0, 2936.0)",153.805
"(3493.0, 2457.0)","(3627.0, 2379.0)",155.048
"(4387.0, 1339.0)","(4376.0, 1494.0)",155.39
"(3872.0, 4196.0)","(3828.0, 4045.0)",157.28
"(1053.0, 9873.0)","(993.0, 10028.0)",166.208
"(1664.0, 8808.0)","(1515.0, 8712.0)",177.248
"(3978.0, 1140.0)","(4068.0, 1293.0)",177.508
"(4206.0, 1100.0)","(4208.0, 1303.0)",203.01
"(3960.0, 932.0)","(3978.0, 1140.0)",208.777
"(1251.0, 5213.0)","(1447.0, 5096.0)",228.265
"(389.0, 7891.0)","(684.0, 7773.0)",317.725
