og_coord,closest_coord,dist
"(2655.0, 5475.0)","(2589.0, 5415.0)",89.196
"(2686.0, 4985.0)","(2771.0, 5013.0)",89.493
"(3782.0, 3027.0)","(3846.0, 3090.0)",89.805
"(2079.0, 7484.0)","(2006.0, 7431.0)",90.211
"(2598.0, 5628.0)","(2569.0, 5714.0)",90.758
"(2569.0, 5714.0)","(2598.0, 5628.0)",90.758
"(3389.0, 5225.0)","(3327.0, 5158.0)",91.285
"(3687.0, 4734.0)","(3637.0, 4811.0)",91.81
"(3686.0, 2869.0)","(3619.0, 2932.0)",91.967
"(1770.0, 4817.0)","(1714.0, 4890.0)",92.005
"(4928.0, 2019.0)","(4900.0, 2107.0)",92.347
"(3450.0, 2863.0)","(3384.0, 2798.0)",92.634
"(3530.0, 4941.0)","(3586.0, 4865.0)",94.403
"(3144.0, 5498.0)","(3215.0, 5435.0)",94.921
"(1550.0, 8359.0)","(1459.0, 8392.0)",96.799
"(1005.0, 10000.0)","(1078.0, 10064.0)",97.082
"(1078.0, 10064.0)","(1005.0, 10000.0)",97.082
"(1157.0, 9253.0)","(1243.0, 9300.0)",98.005
"(3166.0, 3520.0)","(3139.0, 3425.0)",98.762
"(3395.0, 4132.0)","(3402.0, 4033.0)",99.247
"(3174.0, 3323.0)","(3076.0, 3342.0)",99.825
"(1668.0, 8787.0)","(1708.0, 8879.0)",100.319
"(642.0, 8850.0)","(688.0, 8942.0)",102.859
"(977.0, 7972.0)","(1017.0, 7877.0)",103.078
"(1017.0, 7877.0)","(977.0, 7972.0)",103.078
"(2800.0, 5430.0)","(2872.0, 5355.0)",103.966
"(1843.0, 6634.0)","(1861.0, 6737.0)",104.561
"(4587.0, 1757.0)","(4497.0, 1703.0)",104.957
"(852.0, 9822.0)","(753.0, 9857.0)",105.005
"(753.0, 9857.0)","(852.0, 9822.0)",105.005
"(3152.0, 4974.0)","(3099.0, 4883.0)",105.309
"(2938.0, 5087.0)","(2832.0, 5094.0)",106.231
"(4822.0, 2006.0)","(4928.0, 2019.0)",106.794
"(1863.0, 6529.0)","(1843.0, 6634.0)",106.888
"(976.0, 8330.0)","(1017.0, 8231.0)",107.154
"(3890.0, 2507.0)","(3784.0, 2485.0)",108.259
"(3279.0, 2485.0)","(3279.0, 2376.0)",109.0
"(3279.0, 2376.0)","(3279.0, 2485.0)",109.0
"(2482.0, 5486.0)","(2428.0, 5581.0)",109.275
"(2050.0, 9450.0)","(2039.0, 9341.0)",109.554
"(2631.0, 4890.0)","(2686.0, 4985.0)",109.772
"(2826.0, 3582.0)","(2868.0, 3480.0)",110.309
"(2868.0, 3480.0)","(2826.0, 3582.0)",110.309
"(3583.0, 5313.0)","(3686.0, 5273.0)",110.494
"(1972.0, 6724.0)","(1861.0, 6737.0)",111.759
"(3344.0, 5442.0)","(3432.0, 5373.0)",111.826
"(3931.0, 4043.0)","(4022.0, 4108.0)",111.83
"(4022.0, 4108.0)","(3931.0, 4043.0)",111.83
"(4440.0, 2028.0)","(4546.0, 2065.0)",112.272
"(908.0, 9942.0)","(1005.0, 10000.0)",113.018
"(3692.0, 3377.0)","(3589.0, 3424.0)",113.217
"(3941.0, 4409.0)","(3896.0, 4513.0)",113.318
"(3896.0, 4513.0)","(3941.0, 4409.0)",113.318
"(3897.0, 3883.0)","(3928.0, 3774.0)",113.323
"(3841.0, 2204.0)","(3934.0, 2272.0)",115.209
"(4014.0, 3147.0)","(3910.0, 3198.0)",115.832
"(1064.0, 8646.0)","(949.0, 8631.0)",115.974
"(1132.0, 9572.0)","(1169.0, 9682.0)",116.056
"(3093.0, 4207.0)","(2992.0, 4265.0)",116.469
"(3466.0, 3102.0)","(3584.0, 3099.0)",118.038
"(3635.0, 5052.0)","(3576.0, 5155.0)",118.701
"(2825.0, 4906.0)","(2771.0, 5013.0)",119.854
"(1983.0, 6519.0)","(1863.0, 6529.0)",120.416
"(1561.0, 8479.0)","(1550.0, 8359.0)",120.503
"(1443.0, 8633.0)","(1521.0, 8727.0)",122.147
"(1521.0, 8727.0)","(1443.0, 8633.0)",122.147
"(2548.0, 4488.0)","(2671.0, 4495.0)",123.199
"(1786.0, 6214.0)","(1840.0, 6326.0)",124.338
"(2333.0, 4810.0)","(2432.0, 4730.0)",127.283
"(4029.0, 1337.0)","(4122.0, 1424.0)",127.35
"(3113.0, 3209.0)","(3174.0, 3323.0)",129.294
"(3967.0, 2618.0)","(3845.0, 2661.0)",129.356
"(1335.0, 8815.0)","(1278.0, 8698.0)",130.146
"(4469.0, 1534.0)","(4375.0, 1625.0)",130.832
"(1693.0, 7459.0)","(1574.0, 7518.0)",132.823
"(1574.0, 7518.0)","(1693.0, 7459.0)",132.823
"(4000.0, 5896.0)","(4020.0, 6029.0)",134.495
"(1716.0, 6588.0)","(1843.0, 6634.0)",135.074
"(4235.0, 2117.0)","(4100.0, 2148.0)",138.514
"(2670.0, 3829.0)","(2805.0, 3791.0)",140.246
"(4059.0, 3618.0)","(3965.0, 3725.0)",142.425
"(4280.0, 1247.0)","(4334.0, 1380.0)",143.544
"(2916.0, 4095.0)","(3008.0, 3981.0)",146.492
"(4078.0, 6170.0)","(4085.0, 6023.0)",147.167
"(638.0, 9949.0)","(753.0, 9857.0)",147.272
"(844.0, 9579.0)","(986.0, 9620.0)",147.801
"(3230.0, 4134.0)","(3309.0, 4001.0)",154.693
"(1246.0, 10058.0)","(1078.0, 10064.0)",168.107
"(3438.0, 2545.0)","(3279.0, 2485.0)",169.944
"(1941.0, 4863.0)","(1770.0, 4817.0)",177.079
"(3879.0, 3457.0)","(3922.0, 3284.0)",178.264
"(2004.0, 7123.0)","(2033.0, 7299.0)",178.373
"(3982.0, 5679.0)","(3822.0, 5583.0)",186.59
"(1815.0, 7121.0)","(2004.0, 7123.0)",189.011
"(439.0, 7920.0)","(977.0, 7972.0)",540.507
